periode_data,wilayah,kecamatan,kelurahan,jenis_kelamin,jumlah,keterangan
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,130,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,87,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,150,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,134,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,63,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,85,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,74,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,70,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,44,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,59,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,36,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,47,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,46,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,102,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,66,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,107,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,59,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,78,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,106,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,79,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,114,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,16,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,60,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,178,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,139,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,153,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,84,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,206,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,149,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,111,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KALIDERES,Laki-Laki,224,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,SEMANAN,Laki-Laki,248,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,Laki-Laki,275,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KAMAL,Laki-Laki,137,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,PEGADUNGAN,Laki-Laki,203,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,240,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,72,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,124,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-Laki,118,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,142,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,100,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,143,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,130,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,99,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,159,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,159,MATI TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,77,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,64,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,81,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,113,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,161,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,155,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,102,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,143,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,SETIA BUDI,Laki-Laki,4,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET SEMANGGI,Laki-Laki,9,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET KUNINGAN,Laki-Laki,70,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET,Laki-Laki,31,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,MENTENG ATAS,Laki-Laki,129,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,PASAR MANGGIS,Laki-Laki,123,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,Laki-Laki,18,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KUNINGAN TIMUR,Laki-Laki,28,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,52,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,67,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,152,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,93,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,49,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,100,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,140,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,70,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,142,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,197,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,128,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,141,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,134,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,207,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,134,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,165,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,160,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,154,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,183,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,132,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,166,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,73,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,85,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,14,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,28,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,46,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,9,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,39,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,12,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,18,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,54,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,143,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,131,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,88,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,126,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,RAWAJATI,Laki-Laki,74,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,103,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,85,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,38,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,235,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,217,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,144,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,196,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,157,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,133,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,80,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,196,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,175,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,124,MATI TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,143,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,178,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,140,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,107,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,85,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,68,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,169,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,PULO GADUNG,Laki-Laki,98,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,PISANGAN TIMUR,Laki-Laki,194,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,CIPINANG,Laki-Laki,153,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,Laki-Laki,111,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,RAWAMANGUN,Laki-Laki,159,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,KAYU PUTIH,Laki-Laki,189,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATI,Laki-Laki,157,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,124,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,167,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,51,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,98,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,161,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,223,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,146,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,220,MATI TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,144,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-Laki,21,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-Laki,19,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-Laki,1,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU SELATAN.,PULAU UNTUNG JAWA,Laki-Laki,6,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU SELATAN.,PULAU TIDUNG,Laki-Laki,26,MATI TAHUN INI
2023,KAB. ADM. KEP. SERIBU,KEPULAUAN SERIBU SELATAN.,PULAU PARI,Laki-Laki,10,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,12,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,84,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,87,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,54,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-Laki,44,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-Laki,98,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-Laki,60,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-Laki,117,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-Laki,96,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-Laki,65,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-Laki,127,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-Laki,107,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-Laki,131,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-Laki,104,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-Laki,126,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-Laki,96,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-Laki,141,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-Laki,108,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-Laki,117,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,Laki-Laki,29,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,KENARI,Laki-Laki,41,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,PASEBAN,Laki-Laki,129,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,Laki-Laki,138,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,KWITANG,Laki-Laki,74,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,SENEN,BUNGUR,Laki-Laki,78,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-Laki,84,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-Laki,153,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-Laki,87,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,MENTENG,MENTENG,Laki-Laki,105,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-Laki,85,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,MENTENG,CIKINI,Laki-Laki,37,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-Laki,15,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-Laki,67,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-Laki,16,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-Laki,104,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,77,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,131,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,114,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,91,MATI TAHUN INI
2023,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,58,MATI TAHUN INI
